BlockId,Label
blk_825124020036421636,Normal
blk_247452006316846355,Normal
blk_-3324962406687427922,Normal
blk_2004418049430157212,Normal
blk_-5679835604685169040,Normal
blk_-500678958150296008,Normal
blk_-334982586592048773,Normal
blk_3231389654886008065,Normal
blk_9034993982993401678,Normal
blk_-1821104627978106102,Normal
blk_-5012294311590635938,Normal
blk_-8140723044408248078,Normal
blk_-7999375661905777727,Normal
blk_8116683912654412228,Normal
blk_-2947778702643296262,Normal
blk_-719470845056640928,Normal
blk_1213582438865696738,Normal
blk_5771906433100975293,Normal
blk_-8329840785892216949,Normal
blk_710178463364063355,Normal
blk_-1709606535283888232,Normal
blk_5253889604362640423,Normal
blk_8254500345987409515,Normal
blk_4466433199471909449,Normal
blk_-4657886075935807358,Normal
blk_8201813022998766557,Normal
blk_-2451769929123196359,Normal
blk_649427218152856001,Normal
blk_3637945019239882309,Normal
blk_-5473871016976323232,Normal
blk_2209319141644287774,Normal
blk_5406084276349645828,Normal
blk_2016964533702776852,Normal
blk_-352190670750948803,Normal
blk_6975937964598933356,Normal
blk_-1451819169209310732,Normal
blk_-3894803026385053344,Normal
blk_-3884471885525630813,Normal
blk_-8863130543753323383,Normal
blk_8596624696139957935,Normal
blk_-8483420270408348004,Normal
blk_-6177194341369822651,Normal
blk_2247786307216183697,Normal
blk_1832308388558480,Normal
blk_901963876338651405,Normal
blk_-4289592006812254261,Normal
blk_3134656542322449478,Normal
blk_5989505185938770383,Normal
blk_1824928871191121429,Normal
blk_5114572025256210948,Normal
blk_-3184700311670257792,Normal
blk_-8744988583359134013,Normal
blk_-7873581794069372986,Normal
blk_4225726256421431188,Normal
blk_-4684475480143348818,Normal
blk_-6068451475575444798,Normal
blk_1060814796407897179,Normal
blk_-1496429201748767714,Normal
blk_2060553104861908174,Normal
blk_-5598693099021996971,Normal
blk_608957629753483727,Normal
blk_-7937864120968665564,Normal
blk_-6783506473540833076,Normal
blk_92946806844541836,Normal
blk_-8769398708439834546,Normal
blk_-4427507243535536615,Normal
blk_-1030832046197982436,Normal
blk_7830067201550857864,Anomaly
blk_8459274965060101250,Normal
blk_-2194976790278647102,Normal
blk_1561008813520212225,Normal
blk_5963655886023015963,Normal
blk_2377944115560974127,Normal
blk_6030936529326346827,Normal
blk_-5214060566378896158,Normal
blk_-7269672042149855641,Normal
blk_3322875843051058970,Normal
blk_-7606467001548719462,Anomaly
blk_-4801855948459616884,Normal
blk_-4846710336436578833,Normal
blk_-1522107359378428427,Normal
blk_-3316519570098743145,Normal
blk_-7709713535298137702,Normal
blk_-1846853350696018836,Normal
blk_-500534246236005335,Normal
blk_2403370969415186087,Normal
blk_4738781172941319823,Normal
blk_-6464763289185102366,Normal
blk_-1236077201457689973,Normal
blk_8474920544984206742,Normal
blk_-41928108292416895,Normal
blk_-7646004878694144580,Normal
blk_-7389979618829759505,Normal
blk_2096030750186708493,Normal
blk_-2345355483730155757,Normal
blk_2869833078504290822,Normal
blk_-5504500392858491441,Normal
blk_-2518425063392446785,Normal
blk_5834218936335592624,Normal
blk_-8312238797251504127,Normal
blk_1369784431092292099,Normal
blk_-6261136177206340449,Normal
blk_-1755309160709170318,Normal
blk_4385764838827095986,Normal
blk_2241654010576170013,Normal
blk_-3710747952520609225,Normal
blk_707166530951154301,Normal
blk_-8475679647841427708,Normal
blk_-7794786562417612249,Normal
blk_-5344266425789048231,Normal
blk_-2068111211565768713,Normal
blk_-6441360440068187612,Normal
blk_-7238035741206373733,Normal
blk_-8127580564011467092,Normal
blk_2253084440592362960,Normal
blk_5708405953850477535,Normal
blk_621685330749869453,Normal
blk_-8568673600040025636,Normal
blk_2128110944185709079,Anomaly
blk_8663640697928077697,Normal
blk_1508705816376906895,Normal
blk_871974742726663441,Normal
blk_8049943837789435742,Normal
blk_-8246207776580662770,Normal
blk_3406384548372443486,Normal
blk_-7846283874350947646,Normal
blk_2460145905812664251,Normal
blk_4007982883396598426,Normal
blk_-7207514537719465756,Normal
blk_2713941272199175167,Normal
blk_1473949624670719319,Anomaly
blk_-8792837405349224102,Normal
blk_-8310554294841246175,Normal
blk_4641147544753118391,Normal
blk_5216491057643255876,Normal
blk_-85872290979354091,Normal
blk_-4301178988618507084,Normal
blk_3107521534415119817,Anomaly
blk_-7293871043749246063,Normal
blk_7194943883245628915,Anomaly
blk_-2098161025946048013,Normal
blk_-8131422413299851907,Normal
blk_-793506372912437289,Normal
blk_6051144263842600010,Normal
blk_-3816036740130815667,Normal
blk_-5450224419450631495,Normal
blk_7078766226078740026,Normal
blk_5881782374981838094,Normal
blk_5100975846124291571,Normal
blk_-7380871572601322244,Normal
blk_7922331746517419368,Normal
blk_3846795603907041885,Normal
blk_155320394753274773,Normal
blk_-5722491454804415982,Normal
blk_-8060252929692927663,Normal
blk_-3482997549732691785,Normal
blk_-5293091556505218722,Normal
blk_-1090213273274684471,Normal
blk_6417614801998326532,Normal
blk_-3738901473077208093,Normal
blk_-4312777901444596370,Normal
blk_6178964531181542074,Normal
blk_8550326614414622861,Normal
blk_-2722768686407017386,Normal
blk_8436095180790908547,Normal
blk_5701964561533648583,Normal
blk_4516306414837452219,Anomaly
blk_5806397523737304814,Normal
blk_-6525012344542022819,Normal
blk_8861349372992394289,Normal
blk_-1049340855430710153,Normal
blk_703049809255765647,Normal
blk_-7460532841070848624,Normal
blk_-1237539644269634790,Normal
blk_-7623732795385061487,Normal
blk_-7367386750462511488,Normal
blk_7713504868233504097,Normal
blk_8005746184358076390,Normal
blk_955083461510572332,Normal
blk_283922378823540530,Anomaly
blk_-7571492020523929240,Anomaly
blk_7625391056418655045,Normal
blk_7996616083434301906,Normal
blk_-4582442491366282435,Normal
blk_706826531153199550,Normal
blk_-7522572236891389139,Normal
blk_-5957060034695163774,Normal
blk_-3693786175267111588,Normal
blk_-2250942073136893488,Normal
blk_-1948505589144820414,Normal
blk_-6224982681533811277,Normal
blk_-2843780069100181052,Normal
blk_-6502143621885580798,Normal
blk_8083872765147994327,Normal
blk_-7587189852169913514,Normal
blk_7439201509602018752,Normal
blk_-8323785930877970805,Normal
blk_3224184805694764748,Normal
blk_1119272693889755844,Normal
blk_1600228140214754078,Normal
blk_-7227576651324043655,Normal
blk_2771018387166611008,Normal
blk_-2808875502459981198,Normal
blk_-2852294661215451806,Normal
blk_8512974147315737844,Normal
blk_427477290315080955,Normal
blk_7891129742741763034,Normal
blk_-7630699912570186723,Normal
blk_1512136249403454074,Normal
blk_8487226415276391460,Normal
blk_8655748951361667770,Normal
blk_-8162657657061473938,Normal
blk_-4970213618915792510,Normal
blk_9034824096129858680,Normal
blk_-4775386099844009890,Normal
blk_2096199637324483321,Normal
blk_3433046099598424314,Normal
blk_-1533191386601391937,Normal
blk_4170936278386288557,Normal
blk_-3023983271692989109,Normal
blk_469126362137371425,Normal
blk_3922791077126964673,Normal
blk_5813923864071791162,Normal
blk_7412933088374169877,Normal
blk_-3888538223380979891,Normal
blk_-5970165518655489569,Normal
blk_-7319442762668598889,Normal
blk_5844313985011885282,Normal
blk_4531288786306744275,Normal
blk_-3845286823494684378,Normal
blk_-4355192005224403537,Normal
blk_6170586659371027531,Normal
blk_-808401720390253471,Normal
blk_1447281351164457761,Normal
blk_-917268749136585019,Normal
blk_-5455316994110506037,Normal
blk_-7911408976820434495,Normal
blk_1122812501843755360,Normal
blk_-5263787695149681326,Normal
blk_5983149244832683042,Normal
blk_4786794545180705888,Normal
blk_1303107722036031233,Normal
blk_5781019224640206392,Normal
blk_4539833452749813987,Normal
blk_703387617548630438,Normal
blk_-3757501769775889193,Normal
blk_5689516499354445029,Normal
blk_-4595094649363595358,Normal
blk_-1910608563003942187,Normal
blk_-1733026139299872187,Normal
blk_7901008236334420364,Normal
blk_-1101091099241306483,Normal
blk_2119401975697524206,Normal
blk_6204056282927975796,Normal
blk_-9016567407076718172,Normal
blk_215466486430758887,Normal
blk_-3055230140330616860,Normal
blk_7864850143895703065,Normal
blk_423916008836295480,Normal
blk_4473390551542202999,Normal
blk_4031738712701565209,Normal
blk_-5581540863377925517,Normal
blk_-8789402864074203800,Normal
blk_2166777223671724319,Normal
blk_1910319264393500537,Normal
blk_5733038550092620376,Normal
blk_-954856062493437881,Normal
blk_8215843708467112607,Normal
blk_241585185788373386,Normal
blk_3808164640986377400,Normal
blk_-23492739449820023,Normal
blk_-8969188698416564850,Normal
blk_-6719337521981113643,Normal
blk_3492869167398569662,Normal
blk_-5144548163293169177,Normal
blk_-2895171018912807248,Normal
blk_-5892603381347650390,Normal
blk_7908524857056299716,Normal
blk_-4941547144875557718,Normal
blk_9173199815015538212,Anomaly
blk_-3724350946705225881,Normal
blk_-2268477281422551537,Normal
blk_6791628131402590260,Normal
blk_-6308508598639278892,Normal
blk_6585429064641693815,Normal
blk_6000837850922531821,Normal
blk_7330803663603700184,Normal
blk_-5613694521084380933,Normal
blk_-4967783186426171722,Normal
blk_-1970947032352756307,Normal
blk_5894088883762961800,Normal
blk_-4861262918414696307,Normal
blk_2583600095045026513,Normal
blk_7872746846750105239,Normal
blk_34905976850091068,Normal
blk_4774383661473695119,Normal
blk_465845235850106928,Normal
blk_4207359722112667226,Normal
blk_8882415653769775762,Normal
blk_-3152434225121092058,Normal
blk_4820650745157199554,Normal
blk_-6390296685077811803,Normal
blk_-6314365697827006048,Normal
blk_-8948316319329891645,Normal
blk_5454423648092670683,Normal
blk_-3522956055443924791,Normal
blk_4565822428702518889,Normal
blk_-409558225151784282,Normal
blk_-3967261531426400230,Normal
blk_-5799866343936729403,Normal
blk_-4655280636272058732,Normal
blk_4214952053910973364,Normal
blk_-6135061626100136978,Normal
blk_-5057534532247887258,Normal
blk_9103049989653819836,Normal
blk_3378157549705391333,Normal
blk_-4365612131648152536,Normal
blk_3598226258881465924,Normal
blk_1259893634804870815,Normal
blk_-2934265883100282310,Normal
blk_412956398445037066,Normal
blk_-9167880724995702718,Normal
blk_-7764040409370932316,Normal
blk_931297048899943584,Normal
blk_2833019093942278701,Normal
blk_-5785220384376578831,Normal
blk_3386670145292909259,Normal
blk_1859772752119590543,Normal
blk_2630223487595425525,Normal
blk_-5385105076403314787,Normal
blk_-5343533992609553091,Normal
blk_1190791818440776717,Normal
blk_-4390972361898978900,Normal
blk_-7202857144668308473,Normal
blk_-3283153974358895314,Normal
blk_-1484647023667047838,Normal
blk_7474737521119026445,Normal
blk_5565611615515783341,Normal
blk_-8428590803682810851,Normal
blk_-8571819028995448536,Anomaly
blk_8716294289715825928,Normal
blk_8527475857502481768,Normal
blk_406835586147450451,Normal
blk_7294821275446427348,Normal
blk_-1082541280306680938,Normal
blk_1793140687921032046,Normal
blk_4361294871479973840,Normal
blk_-6945615463687647586,Normal
blk_1216611589160220108,Normal
blk_8527562124953828227,Normal
blk_-1305222006484630743,Normal
blk_-3265479347842446682,Anomaly
blk_2749066163012162435,Normal
blk_-3702595599317472079,Normal
blk_6446927133528675675,Normal
blk_2015610615789582788,Normal
blk_-2959268996938658555,Normal
blk_-191333338640084691,Normal
blk_1408672604432845193,Normal
blk_3972778210951456006,Normal
blk_7679838117000095334,Normal
blk_2593937801738981947,Normal
blk_5489815612272797790,Normal
blk_6451403582950672007,Normal
blk_-7048088870427586736,Normal
blk_7589872946955471867,Normal
blk_2026200052147887341,Normal
blk_-178934379749864379,Normal
blk_8303284829424905326,Normal
blk_5646792755154529338,Normal
blk_8418106412701718933,Normal
blk_712730845180531820,Normal
blk_-800664075087524591,Normal
blk_-6325232815283133921,Normal
blk_6516880861186877710,Normal
blk_-762982068597249045,Normal
blk_-3228470001178394592,Normal
blk_-1440254020029439248,Normal
blk_-8426741581316629266,Normal
blk_-5224756755359850354,Normal
blk_1441315972355360459,Normal
blk_-2025617675484194470,Normal
blk_-9001895211102825241,Normal
blk_-1592043549272047369,Normal
blk_2583125615128303019,Normal
blk_4198733391373026104,Normal
blk_-5815145248455404269,Normal
blk_-295306975763175640,Normal
blk_5225719677049010638,Normal
blk_4343207286455274569,Normal
